PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14226639,WA,JR,85,100,0:00:00,76,100,0:00:00,76,85,0:00:00,87,100,0:00:00,14,15,0:00:00,97,100,267:41:00,,70,0:00:00,,10,0:00:00,35,47,0:00:00,55,85,0:00:00,,10,0:00:00,100,100,0:00:00,72,75,0:00:00,25,25,0:00:00,67,100,0:00:00,47,50,0:00:00,4,10,0:00:00,88,100,0:00:00,59,87,0:00:00,289:01:02,20,25,0:00:00,70,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,289:01:02,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14924264,SI,JR,88,100,0:00:00,62,100,0:00:00,37,85,0:00:00,94,100,0:00:00,9,15,0:00:00,63,100,43:35:26,68,70,0:00:00,,10,0:00:00,36,47,0:00:00,58,85,0:00:00,,10,0:00:00,,100,0:00:00,72,75,0:00:00,25,25,0:00:00,76,100,0:00:00,46,50,0:00:00,,10,0:00:00,63,100,0:00:00,70,87,0:00:00,43:35:26,10,25,0:00:00,36,75,0:00:00,42,75,0:00:00,6,10,43:35:26,6,10,43:35:26,6,10,0:00:00,6,10,0:00:00,5,10,43:35:26,6,10,43:35:26,6,10,0:00:00,5,10,0:00:00,5,10,0:00:00,6,10,0:00:00
A14781873,SI,SR,97,100,0:00:00,73,100,0:00:00,78,85,0:00:00,95,100,0:00:00,5,15,0:00:00,97,100,47:53:45,50,70,0:00:00,10,10,0:00:00,45,47,0:00:00,74,85,0:00:00,10,10,0:00:00,88,100,0:00:00,46,75,0:00:00,24,25,0:00:00,83,100,0:00:00,48,50,0:00:00,5,10,0:00:00,92,100,0:00:00,82,87,0:00:00,246:35:39,23,25,0:00:00,71,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14813161,WA,JR,99,100,0:00:00,98,100,0:00:00,83,85,0:00:00,92,100,0:00:00,12,15,0:00:00,100,100,14:26:58,70,70,0:00:00,5,10,0:00:00,38,47,0:00:00,85,85,554:18:57,6,10,0:00:00,94,100,0:00:00,61,75,0:00:00,20,25,0:00:00,69,100,0:00:00,41,50,0:00:00,0,10,0:00:00,90,100,0:00:00,67,87,0:00:00,568:45:55,24,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,554:18:57,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14282114,FI,SR,99,100,0:00:00,96,100,0:00:00,81,85,0:00:00,98,100,0:00:00,15,15,0:00:00,94,100,0:00:00,58,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,10,10,0:00:00,96,100,0:00:00,66,75,0:00:00,25,25,0:00:00,93,100,0:00:00,50,50,0:00:00,4,10,0:00:00,94,100,0:00:00,62,87,0:00:00,0:00:00,23,25,0:00:00,73,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14883274,SI,JR,89,100,0:00:00,38,100,0:00:00,52,85,0:00:00,81,100,0:00:00,13,15,0:00:00,83,100,0:00:00,69,70,0:00:00,10,10,0:00:00,39,47,0:00:00,77,85,645:24:50,8,10,0:00:00,93,100,0:00:00,60,75,0:00:00,22,25,0:00:00,100,100,0:00:00,46,50,0:00:00,4,10,0:00:00,87,100,0:00:00,62,87,0:00:00,669:12:21,14,25,0:00:00,50,75,0:00:00,56,75,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00
A14135603,RE,SO,70,100,0:00:00,93,100,217:08:59,80,85,0:00:00,100,100,0:00:00,2,15,0:00:00,94,100,0:00:00,70,70,0:00:00,9,10,0:00:00,31,47,0:00:00,81,85,0:00:00,6,10,0:00:00,86,100,0:00:00,65,75,0:00:00,22,25,0:00:00,98,100,0:00:00,44,50,0:00:00,0,10,0:00:00,86,100,0:00:00,70,87,0:00:00,217:20:17,24,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14852432,FI,SO,86,100,0:00:00,84,100,0:00:00,75,85,0:00:00,92,100,0:00:00,15,15,0:00:00,75,100,36:47:52,70,70,0:00:00,10,10,0:04:59,45,47,0:00:00,,85,0:00:00,10,10,0:00:00,83,100,0:00:00,62,75,0:00:00,25,25,0:00:00,93,100,0:00:00,43,50,0:00:00,0,10,0:00:00,100,100,0:00:00,73,87,0:00:00,36:52:51,22,25,0:00:00,74,75,0:04:59,75,75,0:00:00,10,10,36:52:51,10,10,36:47:52,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,36:47:52,10,10,0:00:00,10,10,0:00:00
A14847309,SI,SR,96,100,0:00:00,90,100,0:00:00,79,85,0:00:00,93,100,0:00:00,15,15,0:00:00,100,100,40:18:06,63,70,0:00:00,7,10,0:00:00,35,47,0:00:00,81,85,556:32:58,8,10,0:00:00,85,100,0:00:00,59,75,0:00:00,16,25,0:00:00,79,100,212:23:22,50,50,0:00:00,3,10,0:00:00,90,100,0:00:00,82,87,0:00:00,1091:22:58,24,25,0:00:00,72,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,212:23:22,10,10,212:23:22,10,10,1091:22:58
A14330717,TH,JR,100,100,0:00:00,100,100,0:00:00,78,85,0:00:00,92,100,0:00:00,14,15,0:00:00,93,100,24:38:32,70,70,0:00:00,10,10,0:00:00,30,47,0:00:00,85,85,0:00:00,2,10,0:00:00,82,100,0:00:00,59,75,0:00:00,25,25,0:00:00,91,100,405:37:42,46,50,0:00:00,0,10,0:00:00,100,100,0:00:00,84,87,0:00:00,430:16:14,23,25,0:00:00,70,75,24:38:32,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14449980,FI,SR,99,100,53:24:36,73,100,0:00:00,66,85,0:00:00,99,100,0:00:00,14,15,0:00:00,61,100,0:00:00,46,70,0:00:00,0,10,0:00:00,28,47,0:00:00,75,85,0:00:00,,10,0:00:00,93,100,0:00:00,56,75,0:00:00,25,25,0:00:00,70,100,0:00:00,34,50,0:00:00,3,10,0:00:00,77,100,0:00:00,57,87,0:00:00,71:10:08,20,25,0:00:00,62,75,0:00:00,68,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,71:10:08,9,10,0:00:00,8,10,0:00:00
A14735005,FI,JR,100,100,0:00:00,93,100,0:00:00,85,85,0:00:00,100,100,0:00:00,9,15,0:00:00,91,100,0:00:00,70,70,270:22:55,10,10,0:00:00,38,47,0:00:00,79,85,0:00:00,6,10,0:00:00,87,100,0:00:00,70,75,0:00:00,17,25,0:00:00,91,100,182:37:20,50,50,0:00:00,3,10,0:00:00,92,100,0:00:00,78,87,0:00:00,453:00:15,24,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,270:22:55,10,10,0:00:00
A14429482,MU,JR,93,100,0:00:00,85,100,0:00:00,66,85,0:00:00,85,100,0:00:00,15,15,0:00:00,82,100,0:00:00,70,70,0:00:00,3,10,0:00:00,46,47,0:00:00,83,85,0:00:00,10,10,0:00:00,71,100,0:00:00,68,75,0:00:00,25,25,0:00:00,90,100,0:00:00,46,50,0:00:00,0,10,0:00:00,78,100,0:00:00,60,87,0:00:00,22:31:06,19,25,0:00:00,64,75,0:00:00,70,75,22:31:06,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,22:31:06,9,10,0:00:00,8,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14366857,WA,SR,96,100,0:00:00,86,100,0:00:00,71,85,0:00:00,71,100,0:00:00,9,15,0:00:00,72,100,0:00:00,,70,0:00:00,,10,0:00:00,25,47,0:00:00,62,85,0:00:00,,10,0:00:00,91,100,0:00:00,71,75,0:00:00,,25,0:00:00,25,100,0:00:00,49,50,0:00:00,,10,0:00:00,90,100,0:00:00,67,87,0:00:00,0:00:00,20,25,0:00:00,65,75,0:00:00,71,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14521581,RE,JR,98,100,0:00:00,97,100,0:00:00,74,85,0:00:00,92,100,0:00:00,12,15,0:00:00,96,100,0:00:00,70,70,384:50:21,3,10,0:00:00,25,47,0:00:00,75,85,0:00:00,10,10,0:00:00,89,100,0:00:00,67,75,0:00:00,24,25,0:00:00,82,100,0:00:00,50,50,0:00:00,0,10,0:00:00,100,100,0:00:00,67,87,0:00:00,384:50:21,22,25,0:00:00,68,75,0:00:00,74,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14254860,SI,SO,86,100,52:38:30,84,100,0:00:00,65,85,0:00:00,80,100,0:00:00,11,15,0:00:00,91,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,75,85,418:53:50,8,10,0:00:00,82,100,0:00:00,54,75,0:00:00,25,25,0:00:00,100,100,0:00:00,46,50,0:00:00,1,10,0:00:00,95,100,0:00:00,69,87,0:00:00,471:32:20,17,25,0:00:00,60,75,0:00:00,66,75,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,52:38:30,9,10,0:00:00
A14315875,WA,JR,100,100,0:00:00,96,100,0:00:00,69,85,0:00:00,94,100,0:00:00,8,15,0:00:00,91,100,0:00:00,64,70,0:00:00,10,10,0:00:00,47,47,0:00:00,82,85,0:00:00,10,10,0:00:00,80,100,0:00:00,68,75,0:00:00,25,25,0:00:00,99,100,257:20:17,47,50,0:00:00,0,10,0:00:00,100,100,0:00:00,80,87,0:00:00,257:21:00,21,25,0:00:00,66,75,257:20:17,72,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,257:20:17,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14554792,SI,JR,93,100,0:00:00,56,100,0:00:00,60,85,0:00:00,62,100,0:00:00,6,15,0:00:00,90,100,39:55:04,40,70,0:00:00,10,10,0:00:00,36,47,0:00:00,69,85,0:00:00,10,10,0:00:00,93,100,0:00:00,62,75,0:00:00,17,25,0:00:00,57,100,0:00:00,37,50,0:00:00,,10,0:00:00,81,100,0:00:00,49,87,0:00:00,52:13:39,18,25,0:00:00,59,75,0:00:00,65,75,0:00:00,8,10,0:00:00,7,10,39:55:04,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,52:13:39,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14883274,FI,JR,82,100,0:00:00,56,100,0:00:00,57,85,0:00:00,88,100,0:00:00,15,15,0:00:00,91,100,0:00:00,56,70,0:00:00,9,10,0:00:00,33,47,0:00:00,76,85,645:24:50,10,10,0:00:00,89,100,0:00:00,65,75,0:00:00,19,25,0:00:00,100,100,0:00:00,44,50,0:00:00,6,10,0:00:00,82,100,0:00:00,68,87,0:00:00,669:12:21,18,25,0:00:00,55,75,0:00:00,61,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,645:24:50,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14280974,SI,SR,100,100,0:00:00,86,100,0:00:00,77,85,0:00:00,93,100,0:00:00,8,15,0:00:00,93,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,6,10,0:00:00,92,100,0:00:00,61,75,0:00:00,13,25,0:00:00,82,100,0:00:00,47,50,0:00:00,1,10,0:00:00,85,100,0:00:00,76,87,0:00:00,0:00:00,21,25,0:00:00,69,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14297403,RE,SR,82,100,0:00:00,41,100,0:00:00,53,85,0:00:00,80,100,0:00:00,6,15,0:00:00,92,100,46:35:38,56,70,0:00:00,,10,0:00:00,42,47,0:00:00,62,85,0:00:00,,10,0:00:00,50,100,0:00:00,67,75,0:00:00,8,25,0:00:00,62,100,0:00:00,36,50,0:00:00,0,10,0:00:00,84,100,0:00:00,76,87,0:00:00,46:35:38,16,25,0:00:00,50,75,0:00:00,56,75,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,46:35:38
A14786662,WA,JR,84,100,0:00:00,80,100,0:00:00,57,85,0:00:00,72,100,0:00:00,15,15,0:00:00,83,100,37:27:20,,70,0:00:00,10,10,0:00:00,47,47,0:00:00,58,85,0:00:00,0,10,0:00:00,93,100,0:00:00,66,75,0:00:00,25,25,0:00:00,72,100,0:00:00,38,50,0:00:00,,10,0:00:00,81,100,0:00:00,66,87,0:00:00,37:27:20,17,25,0:00:00,56,75,0:00:00,62,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,37:27:20,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14629706,SI,JR,95,100,0:00:00,67,100,0:00:00,78,85,0:00:00,82,100,0:00:00,11,15,0:00:00,98,100,0:00:00,66,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,10,10,0:00:00,89,100,0:00:00,66,75,0:00:00,25,25,0:00:00,83,100,402:08:42,46,50,0:00:00,0,10,0:00:00,94,100,0:00:00,86,87,0:00:00,402:08:42,22,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14368951,TH,SR,96,100,0:00:00,84,100,0:00:00,77,85,0:00:00,89,100,0:00:00,10,15,0:00:00,92,100,0:00:00,70,70,0:00:00,10,10,0:00:00,29,47,0:00:00,85,85,431:24:05,10,10,0:00:00,94,100,0:00:00,75,75,0:00:00,22,25,0:00:00,93,100,239:47:06,49,50,0:00:00,5,10,0:00:00,85,100,0:00:00,75,87,0:00:00,671:11:11,22,25,0:00:00,72,75,0:00:00,75,75,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,671:11:11,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14327063,WA,SR,71,100,0:00:00,39,100,0:00:00,52,85,0:00:00,87,100,0:00:00,15,15,0:00:00,,100,0:00:00,32,70,0:00:00,,10,0:00:00,36,47,0:00:00,85,85,0:00:00,,10,0:00:00,82,100,0:00:00,67,75,0:00:00,25,25,0:00:00,65,100,453:54:49,27,50,0:00:00,,10,0:00:00,86,100,0:00:00,80,87,0:00:00,644:57:10,15,25,0:00:00,50,75,0:00:00,56,75,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14449980,WA,SR,89,100,53:24:36,74,100,0:00:00,59,85,0:00:00,87,100,0:00:00,11,15,0:00:00,70,100,0:00:00,43,70,0:00:00,10,10,0:00:00,33,47,0:00:00,71,85,0:00:00,,10,0:00:00,83,100,0:00:00,58,75,0:00:00,21,25,0:00:00,71,100,0:00:00,32,50,0:00:00,0,10,0:00:00,79,100,0:00:00,67,87,0:00:00,71:10:08,19,25,0:00:00,56,75,0:00:00,62,75,0:00:00,8,10,71:10:08,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,71:10:08,9,10,0:00:00,8,10,0:00:00,8,10,71:10:08,8,10,0:00:00
A14187677,RE,SR,94,100,0:00:00,99,100,0:00:00,81,85,0:00:00,84,100,0:00:00,14,15,0:00:00,98,100,47:15:32,69,70,0:00:00,10,10,0:00:00,27,47,0:00:00,85,85,0:00:00,,10,0:00:00,80,100,0:00:00,73,75,0:00:00,25,25,0:00:00,85,100,0:00:00,28,50,0:00:00,0,10,0:00:00,96,100,0:00:00,66,87,0:00:00,81:55:40,24,25,0:00:00,75,75,0:00:00,75,75,47:15:32,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14755997,RE,JR,90,100,0:00:00,,100,0:00:00,73,85,0:00:00,69,100,267:15:40,7,15,0:00:00,92,100,38:23:00,70,70,0:00:00,10,10,0:00:00,39,47,0:00:00,83,85,504:45:26,8,10,0:00:00,100,100,0:00:00,75,75,0:00:00,23,25,0:00:00,92,100,0:00:00,38,50,0:00:00,0,10,0:00:00,98,100,0:00:00,76,87,0:00:00,810:24:06,21,25,0:00:00,70,75,267:15:40,75,75,38:23:00,10,10,504:45:26,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,38:23:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14137241,RE,SR,95,100,0:00:00,45,100,32:23:21,71,85,0:00:00,86,100,0:00:00,10,15,0:00:00,80,100,47:04:08,39,70,0:00:00,10,10,0:00:00,36,47,0:00:00,69,85,0:00:00,10,10,0:00:00,80,100,0:00:00,74,75,0:00:00,24,25,0:00:00,90,100,0:00:00,50,50,0:00:00,7,10,0:00:00,96,100,0:00:00,70,87,0:00:00,79:28:00,21,25,0:00:00,64,75,0:00:00,70,75,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,47:04:08,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,79:28:00
A14647586,TH,SR,73,100,0:00:00,71,100,0:00:00,65,85,0:00:00,92,100,0:00:00,12,15,0:00:00,93,100,47:40:33,57,70,0:00:00,,10,0:00:00,34,47,0:00:00,66,85,0:00:00,,10,0:00:00,78,100,0:00:00,59,75,0:00:00,2,25,0:00:00,71,100,0:00:00,41,50,0:00:00,,10,0:00:00,69,100,0:00:00,64,87,0:00:00,92:04:41,20,25,0:00:00,59,75,0:00:00,65,75,0:00:00,9,10,47:40:33,9,10,0:00:00,9,10,47:40:33,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14429482,RE,JR,100,100,0:00:00,68,100,0:00:00,69,85,0:00:00,89,100,0:00:00,6,15,0:00:00,89,100,0:00:00,57,70,0:00:00,10,10,0:00:00,44,47,0:00:00,74,85,0:00:00,10,10,0:00:00,76,100,0:00:00,64,75,0:00:00,18,25,0:00:00,84,100,0:00:00,50,50,0:00:00,0,10,0:00:00,84,100,0:00:00,58,87,0:00:00,22:31:06,20,25,0:00:00,67,75,0:00:00,73,75,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14315875,WA,JR,80,100,0:00:00,94,100,0:00:00,77,85,0:00:00,82,100,0:00:00,6,15,0:00:00,98,100,0:00:00,66,70,0:00:00,10,10,0:00:00,41,47,0:00:00,83,85,0:00:00,10,10,0:00:00,86,100,0:00:00,68,75,0:00:00,21,25,0:00:00,92,100,257:20:17,43,50,0:00:00,5,10,0:00:00,91,100,0:00:00,77,87,0:00:00,257:21:00,23,25,0:00:00,70,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14407221,RE,JR,91,100,55:41:56,76,100,0:00:00,77,85,0:00:00,100,100,0:00:00,15,15,0:00:00,79,100,0:00:00,59,70,0:00:00,10,10,0:00:00,37,47,0:00:00,74,85,557:54:22,6,10,0:00:00,92,100,0:00:00,59,75,0:00:00,20,25,0:00:00,,100,0:00:00,46,50,0:00:00,0,10,0:00:00,84,100,0:00:00,87,87,0:00:00,613:36:18,21,25,557:54:22,69,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,557:54:22,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14417790,FI,SR,73,100,0:00:00,71,100,0:00:00,60,85,0:00:00,72,100,0:00:00,15,15,0:00:00,76,100,0:00:00,58,70,0:00:00,10,10,0:00:00,36,47,0:00:00,58,85,0:00:00,,10,0:00:00,79,100,0:00:00,69,75,0:00:00,25,25,0:00:00,59,100,0:00:00,50,50,0:00:00,,10,0:00:00,86,100,0:00:00,68,87,0:00:00,0:00:00,17,25,0:00:00,55,75,0:00:00,61,75,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14779202,RE,SR,89,100,0:00:00,31,100,0:00:00,71,85,0:00:00,100,100,0:00:00,15,15,0:00:00,100,100,0:00:00,65,70,0:00:00,10,10,0:00:00,40,47,0:00:00,63,85,431:28:41,8,10,0:00:00,100,100,0:00:00,63,75,0:00:00,23,25,0:00:00,96,100,0:00:00,44,50,0:00:00,1,10,0:00:00,92,100,0:00:00,74,87,0:00:00,431:28:41,21,25,0:00:00,68,75,0:00:00,74,75,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14135603,SI,SO,81,100,0:00:00,84,100,217:08:59,82,85,0:00:00,100,100,0:00:00,12,15,0:00:00,87,100,0:00:00,66,70,0:00:00,9,10,0:00:00,35,47,0:00:00,81,85,0:00:00,10,10,0:00:00,97,100,0:00:00,70,75,0:00:00,24,25,0:00:00,90,100,0:00:00,50,50,0:00:00,2,10,0:00:00,80,100,0:00:00,76,87,0:00:00,217:20:17,23,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14847419,MU,JR,97,100,0:00:00,98,100,0:00:00,69,85,0:00:00,95,100,0:00:00,8,15,0:00:00,100,100,0:00:00,67,70,0:00:00,10,10,0:00:00,35,47,0:00:00,60,85,0:00:00,3,10,0:00:00,97,100,0:00:00,75,75,0:00:00,22,25,0:00:00,100,100,0:00:00,44,50,0:00:00,8,10,0:00:00,92,100,0:00:00,83,87,0:00:00,120:01:11,20,25,0:00:00,66,75,0:00:00,72,75,120:01:11,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,120:01:11,9,10,120:01:11,9,10,120:01:11,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14540066,TH,SR,90,100,0:00:00,79,100,0:00:00,82,85,0:00:00,92,100,0:00:00,12,15,0:00:00,89,100,0:00:00,61,70,0:00:00,10,10,0:00:00,42,47,0:00:00,85,85,0:00:00,10,10,0:00:00,86,100,0:00:00,66,75,0:00:00,19,25,0:00:00,72,100,0:00:00,38,50,0:00:00,,10,0:00:00,88,100,0:00:00,69,87,0:00:00,0:00:00,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
